Wind_wind,Wind_angle,Launch_Clear_time,Launch_Clear_a_norm,Launch_Clear_airflow_norm,Launch_Clear_alpha,Launch_Clear_beta,Max_Q_time,Max_Q_altitude,Max_Q_airflow_norm,Max_Q_dp,Apogee_time,Apogee_altitude,Apogee_DownRange,Apogee_airflow_norm,Apogee_longitude,Apogee_latitude,Landing_time,Landing_DownRange,Landing_longitude,Landing_latitude
3,180,0.51,1.0250191011205088,17.481885384425954,-5.39372769875997,1.4106349121794473e-15,32.22984967669853,-0.5118782895797703,117.75893076410497,56.0991813578782,16.049849676698514,1066.5280435835152,850.8902569317338,43.61516412806897,139.9991009992536,40.237598355218196,32.26984967669853,1551.7277078550878,139.9908653294897,40.237538696163305
